pid,label_en,label_zh,_date,object_origin,object_type_en,object_type_zh,_source,cultural_context,_collection,current_location_city,collection_num,DPM_1925_inventory_num,1925_inventory_loc,en_measurements,zh_measurements,_rights,NPMT_1983_poem_listing,image_links,pub_1,pub_2,pub_3,pub_4,pub_5,pub_6,text_title_zh,text_title_en,inscription_position,inscription_author,inscription_text_zh,inscription_text_en,Pub_Text_Chinese_Complete,西域圖志,pub_text_source,pub_text_volume,pub_text_chapter,pub_text_page,sexagenary_year,reign_year,notes_detail,text_ref,museum_catalogue,_manifest,_tags
Jade111,Ornament ,,,China,Ornament ,Ornament,,,NMAA,,F1911.447 (https://asia.si.edu/object/F1911.447/),,,H x W: 14.9 x 10 cm (5 7/8 x 3 15/16 in),,,,https://asia.si.edu/object/F1911.447/,,,,,,,《和闐漢玉歌》,,ornament exterior,,"今之古玉率稱（平聲）漢，和闐玉古稱（去聲）漢名。
爾時博望初鑿空，月氐要領得無能。
去百餘人二人返，傳聞才識於窴城。
昆崙泑澤多玉石，即今包貢猶堪徵。
繩窮匣開爓然現，雞冠為色斧為形。
瓊璊自稟天地秀，汗瀸血浸皆虛評。
入土出土即信有，猶當勝彼埋幽坰。
相如詭奪和璧返，荀息假道垂棘呈。
抑為得也抑為失，於玉何有紛人情。
不藏不逾吾慊若，用志萬里來賓誠。
乾隆壬午秋玉題",,,,,,,,,,With Qianlong inscription on，提到了“和田”,,https://asia.si.edu/object/F1911.447,,
Jade112,,,,,,Weight,,,NMAA,,,,,H x W: 4.8 x 5 cm (1 7/8 x 1 15/16 in),,,,,,,,,,,Weight,,,,,,,,,,,,,,"There are inscriptions on the surface, but no further information provided by the museum. Ancient Chinese text",,https://asia.si.edu/object/F1917.70,,
Jade113,Jade Circular Covered Box with Floral Decoration and with Poem Inscribed on the Cover,,,China,Box,Jade Circular Covered Box with Floral Decoration and with Poem Inscribed on the Cover,,,HAM,,1942.185.267.A-B (https://www.harvardartmuseums.org/collections/object/205437),,,N/a,,,,https://www.harvardartmuseums.org/collections/object/205437,,,,,,,Jade Circular Covered Box with Floral Decoration and with Poem Inscribed on the Cover,,Top of Box Cover,,no top pic. ,,,,,,,,,,,,https://www.harvardartmuseums.org/collections/object/205437,,
Jade114,Basin,, 新春 early spring (1774),China,Basin,Green Khotanese nephrite basin [with poem mentioning Dushan wine basin),,,MET,,02.18.689 (https://www.metmuseum.org/art/collection/search/42060),,,H. 7 5/8 in. (19.3 cm); W. 29 15/16 in. (76. 1 cm); D. 16 15/16 in. (43 cm),,,,https://www.metmuseum.org/art/collection/search/42060 ,,,,,,,諫和閒玉雲龍甕八韻,,interior of basin,,"臣質和闐貢，良材作甕堪。雲容垂碧落，
龍德出深潭。從類奇文覩，應聲精蹟探。
僧繇畫超絕，韓愈說包含。郡有堯年露，
非無園客蠶。遐球如近賦，屢獲以爲慚。
乾隆甲午新春御題。（鈐印：所寳惟賢，乾隆御筆）",,(No annotations),,《御製詩集•四集》卷十七，頁33，“詠和閒玉雲龍甕六韻”，,,,,甲午,乾隆 新春 early spring (1774),"Published Leidy, Denise Patry. “Jades and Other Hard Stones.” Metropolitan Museum of Art Bulletin 55, no. 1 (Summer 1997): 30. No complete translation in Bulletin discussion.
",https://ctext.org/library.pl?if=gb&file=56252&page=134,https://www.metmuseum.org/art/collection/search/42060,,
Jade115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jade116,Jade Lithophone,,（1761）,China,Idiophone/Lithophone,Jade lithophone (qing 磬 ),,,MET,,2016.179.2 (https://www.metmuseum.org/art/collection/search/670539),,,18 3/4 × 33 × 1 5/16 in. (47.7 × 83.8 × 3.4 cm),,,,https://www.metmuseum.org/art/collection/search/670539,,,,,,,Jade lithophone (qing 磬 ),,surface,,"Front:                                                                                                                                                        清聲第四夾鐘
大清乾隆二十有六年,歲在辛巳,冬十一月乙未朔,越九日癸卯,琢成
Back:
子輿有言，金聲玉振，一簴無雙，九成遞進。准今与古。既製鎛鍾，磬不可闕，條理始終。和闐我疆，玉山是矗，依度采取，以命磬叔。審音協律，咸備中和，泗濱同拊，其質則過。圖經所傳，浮岳涇水，誰誠見之？鳴球允此。法天則地，股二鼓三，依我繹如，兽舞鸞鬖。考樂唯時，乾禧祖德，翼翼繩承，撫是萬國。益凜保泰，敢或伐功。敬識歲吉，辛巳乾隆。
乾隆御製",,,,,,,,辛巳,乾隆（1761）,"According to this inscription, this Qing is part of the imperial commissioned Qing made of Jade in the reign of Qianlong (1735-1796). A similar (probably another one in the set) can be found in the following link to the Palace Museum in Beijing:",https://www.metmuseum.org/art/collection/search/670539,https://www.metmuseum.org/art/collection/search/670539,,
Jade 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jade 118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jade119,Chime ,,（1761）,China,Chime,Chime (qing),,,SFAAM,,B60J67 (http://asianart.emuseum.com/view/objects/asitem/items$0040:6255),,,"H. 1 3/4 in x W. 21 1/2 in x D. 9 in, H. 4.4 cm x W. 54.6 cm x D. 22.9 cm",,,,,,,,,,,Chime (qing),,back surface ,,"Front:                                                                                                                                                        清聲第十一夾鐘
大清乾隆二十有六年,歲在辛巳,冬十一月乙未朔,越九日癸卯,琢成
Back:
子輿有言，金聲玉振，一簴無雙，九成遞進。准今与古。既製鎛鍾，磬不可闕，條理始終。和闐我疆，玉山是矗，依度采取，以命磬叔。審音協律，咸備中和，泗濱同拊，其質則過。圖經所傳，浮岳涇水，誰誠見之？鳴球允此。法天則地，股二鼓三，依我繹如，兽舞鸞鬖。考樂唯時，乾禧祖德，翼翼繩承，撫是萬國。益凜保泰，敢或伐功。敬識歲吉，辛巳乾隆。
乾隆御製",,,,,,,,辛巳,乾隆（1761）,"This piece is one of more than 160 qing commissioned by the Qianlong emperor from the workshops in Suzhou in 1761. Archaistic in form only, it is decorated on each side with pairs of five-clawed dragons contending for a flaming pearl. Two inscriptions on the front tell us that this was number eleven of a set of twelve and ""was created on the ninth day of the eleventh month of the twenty-sixth year of the reign of the Qianlong emperor of the Great Qing"" (Bartholomew and Clark 1991–1992, 136). On the reverse is a long inscription by the Qianlong emperor, which relates some of the background of these pieces and the role of music in bringing harmony to the empire.",http://searchcollection.asianart.org/view/objects/asitem/search@/3?t:state:flow=640aa860-484d-43d2-ba7a-a1fe823f500e,http://asianart.emuseum.com/view/objects/asitem/items$0040:6255,,
Jade 120,Tablet with Grain Pattern and Imperial Inscription,,1793,China,tablet,Tablet (gui) with Grain Pattern and Imperial Inscription,,,CMA,,1952.476 (https://www.clevelandart.org/art/1952.476),,,Overall: 22.1 x 7 cm (8 11/16 x 2 3/4 in.),,,,https://www.clevelandart.org/art/1952.476,,,,,,,Tablet (gui) with Grain Pattern and Imperial Inscription,,reverse of the tablet,,十全老人之寳說                                                                                                            十全記既成，因選和闐玉鐫’十全老人之寶’並為說曰：十全本以紀武功，而‘十全老人之寶’則不啻此也。何言之？武功不過為君之一事，幸賴  天佑，劼劬蕆局，未加一賦而賦乃蠲四；弗勞一民而民收無萬。祗或免窮黷之譏耳。若夫老人之十全，則尚未也。蓋君人之職，豈止武功一事哉？朱子曰：一日立乎其位，則一日業乎其官，一日不得乎其官，則一日不敢立乎其位。官者何？職之謂也。君之職不能盡言，況敢雲盡其職乎？未盡其職，則’十全老人之寶’，不亦涉自欺與誇而增慚愧乎？然老人之十全，實更有奢望，不敢必以敬待天佑者。十全之武功，誠叨 天佑矣。則十全之盡君職，或亦可以希 天佑乎？夫適百里者半九十里，予今三年歸政之全人，不啻半九十，而且如三十年之久矣。是以逮七十而繫’猶日孜孜’以為箴，至八十而繫‘自強不息’以為勉，則此可必不可必。三年中敢不益勵宵衣旰食之勤，益切敬 天愛民之念，虔俟昊貺，或允臻十全之境，視三年誠如三十年之遠。幸何如之，企何如之，惕何如之是為說。              乾隆癸丑仲春御製 臣趙秉冲敬書,,,,,,,,,1793,"""The other object, in the shape of an ancient writing tablet (gui), is of translucent white jade with a grain pattern on one side and a long inscription on the other. The inscription reiterates an essay composed by the Qianlong emperor in 1792 commemorating his ten military victories in Central Asia, Taiwan, Tibet, and Southeast Asia, which pacified border peoples and enlarged the territory under Qing control. In his later years, the emperor referred to himself as the “Old Man of the Ten Completed [Great Campaigns].” In this inscription, he calls the jade “Treasure of the Old Man of the Ten Completions.” "" From Spee 2018, https://www.clevelandart.org/magazine/cleveland-art-septemberoctober-2018/power-writing",https://www.clevelandart.org/art/1952.476,https://www.clevelandart.org/art/1952.476,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
